"geonameid","hasuntuya_asciiname","hasuntuya_zh","hasuntuya_mn","sarala_asciiname","sarala_zh","sarala_mn","sarala_other","sarala_certainty.012","sarala_pinyin.compliant","sarala_notes","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","mon_sel","mon_grams","chn_sel","class","chn_grams"
1798398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qagan Obo","qagan obo","Ch'a-han-ao-pao,Ch’a-han-ao-pao,Qagan Obo",39.95,104.58333,"P","PPL",8," ob;aga;an ;gan;n o;ob;obo;qag",0,"Mongolian",""
1798399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qagan Nur","qagan nur","Ch'a-kan-no-erh,Ch’a-kan-no-erh,Qagan Nur",39.24583,108.06333,"P","PPL",8," nu;aga;an ;gan;n n;nur;qag;ur",0,"Mongolian",""
1798400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qagan Bulag","qagan bulag","Ch'a-han-eh'ih,Ch’a-han-eh’ih,Qagan Bulag",38.36667,104.66667,"P","PPL",10," bu;aga;an ;bul;gan;lag;n b;qag;ul;ula",0,"Mongolian",""
1798401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qagan Bulag","qagan bulag","Ch'a-han Ch'ih,Ch’a-han Ch’ih,Qagan Bulag",38.4,104.66667,"H","LK",10," bu;aga;an ;bul;gan;lag;n b;qag;ul;ula",0,"Mongolian",""
1798402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qabqir","qabqir","Qabqir,Qabqir Jiedao,Qiabuqi,ka bu qi,ka bu qi jie dao,卡布其,卡布其街道",39.61611,106.87361,"P","PPLA4",4,"abq;bqi;qab;qir",0,"Mongolian",""
1798404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qab","qab","Bulanggin Sum,Pu-lung-miao,Qab",38.93333,107.38333,"P","PPL",1,"qab",0,"Mongolian",""
1798575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burjang Haizi","burjang haizi","Burjang Haizi,Pojianghaizi",39.84889,109.34083,"P","PPL",9," ha;bur;g h;ja;jan;ng ;rja;ur;urj",6,"Mongolian"," h;aiz;ang;hai;izi;j"
1798949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pendiqing","pendiqing","Pendiqing,Pendiqing Xiang,pen de qing,pen de qing xiang,盆地青,盆地青乡",39.94191,112.00383,"P","PPLA4",2,"e;end",6,"Chinese","diq;ing;iqi;ndi;pen;qin"
1799151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otog Qianqi","otog qianqi","Etuoke,Etuoke Qianqi,O-t'o-k'o Ch'ien-ch'i,O-t’o-k’o Ch’ien-ch’i,Otog,Otog Qianqi,e tuo ke,e tuo ke qian qi,鄂托克,鄂托克前旗",38.25408,107.67924,"A","ADM3",4,"g q;og ;oto;tog",5,"Chinese"," qi;anq;ian;nqi;qia"
1799152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otog Qi","otog qi","Etuoke,Etuoke Qi,Khotok Banner,O-t'o-k'o Ch'i,O-t’o-k’o Ch’i,Ot'ok'e Banner,Otog,Otog Qi,Ot’ok’e Banner,e tuo ke,e tuo ke qi,鄂托克,鄂托克旗",39.27207,107.75553,"A","ADM3",4,"g q;og ;oto;tog",1,"Mongolian"," qi"
1799153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordos Gaoyuan","ordos gaoyuan","",39,109,"T","PLAT",6," ga;dos;ord;os ;rdo;s g",5,"Mongolian","aoy;gao;oyu;uan;yua"
1799154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordon Nur","ordon nur","Ordon Nur,Wu-jih-te-no-erh",38.86667,108.36667,"P","PPL",7," nu;n n;nur;on ;ord;rdo;ur",1,"Mongolian","don"
1799155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oljoq","oljoq","Ao-le-chao-ch'i,Ao-le-chao-ch’i,Aolezhaoqi Zhen,Etuokeqian Qi,Oljoq,Otog Qianqi,ao lei zhao qi,ao lei zhao qi zhen,e tuo ke qian qi,敖勒召其,敖勒召其镇,鄂托克前旗",38.17979,107.47506,"P","PPLA3",2,"joq;olj",1,"Mongolian","j"
1799157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obon Xil","obon xil","",39.9,110.3,"P","PPL",4,"bon;ob;obo;on ",4,"Tie"," xi;n x;xi;xil"
1799170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurigai","nurigai","Nurigai,Nurigai Sumu,nu ri gai,nu ri gai su mu,努日盖,努日盖苏木",39.49432,101.0804,"P","PPLA4",5,"gai;nur;rig;ur;uri",1,"Mongolian","iga"
1799185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nuanquanshang","nuanquanshang","Nuan-ch'uan-shang,Nuan-ch’üan-shang,Nuanquanshang",39.71667,111.71667,"P","PPL",0,"",11,"Chinese","ang;anq;ans;han;nqu;nsh;nua;qu;qua;sha;uan"
1799187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nuanquan","nuanquan","",39.66667,111.8,"P","PPL",0,"",6,"Chinese","anq;nqu;nua;qu;qua;uan"
1799198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nogon Toli","nogon toli","Nao-kan-t'ao-le,Nao-kan-t’ao-le,Nogon Toli",39.31667,105.55,"P","PPL",6," to;n t;nog;ogo;on ;tol",2,"Mongolian","gon;oli"
1799320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Niuchangwan","niuchangwan","",39.3,108.95,"P","PPL",0,"",9,"Chinese","ang;cha;gwa;han;iuc;ngw;niu;uch;wan"
1799520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narin Xil","narin xil","",39.4,109.28333,"P","PPL",4,"ari;in ;nar;rin",4,"Tie"," xi;n x;xi;xil"
1799521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narin Tal","narin tal","Na-lin-t'a,Na-lin-t’a,Narin Tal",39.56806,110.23806,"P","PPL",7," ta;ari;in ;n t;nar;rin;tal",0,"Mongolian",""
1799522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narin Nur","narin nur","Na-lin-nao,Narin Nur",39.39556,108.26472,"P","PPL",8," nu;ari;in ;n n;nar;nur;rin;ur",0,"Mongolian",""
1799523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narin","narin","Na-lin,Narin",39.80056,110.74111,"P","PPL",3,"ari;nar;rin",0,"Mongolian",""
1800056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nangsin Sum","nangsin sum","Ang-su-miao,Nangsin Sum",38.25,108.08333,"P","PPL",5," su;in ;n s;sin;sum",4,"Mongolian","ang;gsi;nan;ngs"
1800271,"Ordos Desert","n","y","Ordos Desert","n","y","y",2,"n","contains English and Mongolian","Ordos Desert","ordos desert","Khetao,Mao-wu-su Sha-mo,Maowusu Desert,Mu Us Shamo,O-erh-to-ssu,Ordos,Ordos Desert",38.75,109.16639,"T","DSRT",12," de;des;dos;e;ert;ese;ord;os ;rdo;s d;se;ser",0,"Mongolian",""
1800299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mujingzi","mujingzi","Mu-ching-tzu,Mujingzi",38.37,105.7025,"P","PPL",0,"",7,"Chinese","gzi;ing;j;jin;muj;ngz;uji"
1800406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mogoit","mogoit","",38.4,107.61667,"P","PPL",4,"goi;mog;ogo;oit",0,"Mongolian",""
1800705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mengong","mengong","Men-kung,Mengong",39.28333,109.53333,"P","PPL",1,"e",5,"Chinese","eng;gon;men;ngo;ong"
1801107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mashan","mashan","Ma-p'eng-ts'un,Ma-p’eng-ts’un,Mapeng,Mashan",39.43056,111.19806,"P","PPL",1,"ash",4,"Chinese","han;ma;mas;sha"
1801283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manlai","manlai","",39.78333,109.5,"P","PPL",2,"lai;man",3,"Chinese","anl;ma;nla"
1801304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manght Sum","manght sum","Ma-ha-t'u-miao,Ma-ha-t’u-miao,Manght Sum",38.61667,108.71667,"P","PPL",5," su;ht ;man;sum;t s",3,"Mongolian","ang;ma;ngh"
1801380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malad","malad","",38.35306,108.02583,"P","PPL",1,"ala",3,"Chinese","lad;ma;mal"
1802195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luanjing","luanjing","Luan-ching,Luanjing",37.96556,105.36417,"P","PPL",1,"lu",7,"Chinese","anj;ing;j;jin;lua;nji;uan"
1802422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Longshou Shan","longshou shan","Khrebet Lunshoushan',Khrebet Lunshoushan’,Longshou Shan,Lun Shan Range,Lung-shou Shan,Lung-t'ou Shan-mo,Lung-t’ou Shan-mo,long shou shan,龙首山",39.04847,101.13906,"T","MTS",3," sh;sho;u s",8,"Chinese","gsh;han;hou;lon;ngs;ong;ou ;sha"
1803043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liujiata","liujiata","",39.925,111.09472,"P","PPL",1,"ata",6,"Chinese","iat;iuj;j;jia;liu;uji"
1803163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liudu Jing","liudu jing","",39.06667,104.45,"H","WLL",5," ji;du;du ;u j;udu",5,"Tie","ing;iud;j;jin;liu"
1804271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasengmiao","lasengmiao","Lasengmiao,Lasengmiao Zhen,la seng miao,la seng miao zhen,拉僧庙,拉僧庙镇",39.32306,106.83556,"P","PPLA4",5,"ase;e;las;se;sen",5,"Tie","eng;gmi;iao;mia;ngm"
1804330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laoshidan","laoshidan","Laoshidan,Laoshidanzhen,lao shi dan,lao shi dan zhen,老石担,老石担镇",39.36667,106.83333,"P","PPL",0,"",7,"Chinese","aos;dan;hid;ida;lao;osh;shi"
1804633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kushuigoumen","kushuigoumen","",39.1,106.88333,"P","PPL",2,"e;kus",9,"Chinese","gou;hui;igo;men;oum;shu;uig;ume;ush"
1804918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juntuliang","juntuliang","Chun-t'u-liang,Chün-t’u-liang,Juntuliang",39.705,109.06917,"P","PPL",4,"jun;tul;ul;unt",6,"Chinese","ang;ian;j;lia;ntu;uli"
1804940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jungar Qi","jungar qi","Chun-ko-erh Ch'i,Chun-ko-erh Ch’i,Dzungar Banner,Jiage'er Qi,Jiage’er Qi,Jungar,Jungar Qi,Zhunge'er,Zhunge'er Qi,Zhunge’er,Zhunge’er Qi,zhun ge er,zhun ge er qi,准格尔,准格尔旗",39.86678,111.23282,"A","ADM3",6,"ar ;gar;jun;nga;r q;ung",2,"Mongolian"," qi;j"
1804952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Bel","jun bel","Jun Bel,Tsung-pieh-li",39.26667,106.16667,"P","PPL",6," be;bel;e;jun;n b;un ",1,"Mongolian","j"
1804970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juh","juh","Chu-ho,Juh",37.88333,108.01667,"P","PPL",1,"juh",1,"Tie","j"
1805225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiudengkou","jiudengkou","Chiu-teng-k'ou,Chiu-teng-k’ou,Denkou,Jiudengkou,Teng-k'ou,Teng-k'ou-chen,Teng-k'ou-hsien,Teng-k'ou-ku-chih,Teng-k’ou,Teng-k’ou-chen,Teng-k’ou-hsien,Teng-k’ou-ku-chih,Tengkow,Ting-k'ou-chen,Ting-k’ou-chen",39.93111,106.71833,"P","PPL",3,"den;e;ude",7,"Chinese","eng;gko;iud;j;jiu;kou;ngk"
1805244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiucaizhuang","jiucaizhuang","Chiu-ts'ai-chuang,Chiu-ts’ai-chuang,Jiucaizhuang,jiu cai zhuang,韭菜庄",39.84194,111.90222,"P","PPLA4",0,"",11,"Chinese","aiz;ang;cai;hua;iuc;izh;j;jiu;uan;uca;zhu"
1805283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jira","jira","",38.06667,107.66667,"P","PPL",2,"ira;jir",1,"Mongolian","j"
1805587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jingshuizi","jingshuizi","",37.78333,105.4,"P","PPL",0,"",9,"Chinese","gsh;hui;ing;izi;j;jin;ngs;shu;uiz"
1805786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jijihu","jijihu","Chi-chi-hu,Jijihu",37.7,104.7,"P","PPL",0,"",5,"Chinese","ihu;iji;j;jih;jij"
1806247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiangui","jiangui","Chien-kuei,Jiangui",39.95,106.75,"P","PPL",0,"",6,"Chinese","ang;gui;ian;j;jia;ngu"
1806522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jartai Yanhu","jartai yanhu","Cha-la-t'ai-ta-pa-su Hu,Cha-la-t’ai-ta-pa-su Hu,Charatay Dabasan Nuur,Charstai Dabasu,Chi-lan-t'ai Yen-ch'ih,Chi-lan-t’ai Yen-ch’ih,Dzhalatay-Dabs,Jartai Yanchi,Jartai Yanhu,Lake Chzhalatany Dabasukha,Ozero Chzhalatay dabasukhu",39.69528,105.64528,"H","LK",7," ya;ai ;art;ja;jar;nhu;rta",6,"Mongolian","anh;i y;j;tai;ya;yan"
1806523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jartai","jartai","Chi-lan-t'ai,Chi-lan-t’ai,Jartai,Tszilan'tay,Tszilan’tay",39.75,105.75,"P","PPL",4,"art;ja;jar;rta",2,"Mongolian","j;tai"
1806526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jagt","jagt","",38.38333,104.9,"P","PPL",3,"agt;ja;jag",1,"Mongolian","j"
1806528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingget","ingget","",38.73333,104.85,"P","PPL",2,"e;get",3,"Chinese","gge;ing;ngg"
1806529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordos Shi","ordos shi","E'erduosi,E'erduosi Shi,E’erduosi,E’erduosi Shi,I-k'o-chao Meng,I-k’o-chao Meng,Ih Ju Meng,Ikechao League,Ikechou League,Ikhchao League,Ordos,Ordos Shi,Yeghe Jo League,Yik'echao League,Yik’echao League,e er duo si,e er duo si shi,鄂尔多斯,鄂尔多斯市",39.46142,108.80946,"A","ADM2",5," sh;dos;ord;os ;rdo",2,"Mongolian","s s;shi"
1806569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hut Yanchi","hut yanchi","Hu-t'un-nao-erh,Hu-t’un-nao-erh,Hut Yanchi,Hutin Nur",39.35194,105.01639,"P","PPL",4," ya;hut;t y;ut ",5,"Chinese","anc;chi;nch;ya;yan"
1806570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hut Yanchi","hut yanchi","Hu-t'un Yen-ch'ih,Hu-t’un Yen-ch’ih,Hut Yanchi",39.36611,105.01583,"H","LKN",4," ya;hut;t y;ut ",5,"Chinese","anc;chi;nch;ya;yan"
1806584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hutin Gol","hutin gol","Hotin Gol,Hutin Gol,K'uo-t'u-hu,K’uo-t’u-hu",38.96667,104.23333,"P","PPL",7," go;gol;hut;in ;n g;tin;uti",0,"Mongolian",""
1806688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hun He","hun he","Hun He,Hun Ho",39.93667,111.46833,"H","STM",5," he;e;hun;n h;un ",1,"Mongolian"," h"
1806709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hulstai","hulstai","Hu-lu-ssu-t'ai,Hu-lu-ssu-t’ai,Hulstai",39.25,106.2,"P","PPL",5,"hul;lst;sta;ul;uls",1,"Mongolian","tai"
1807016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hua Tolgoi","hua tolgoi","Hua Tolgoi,Huang-t'ao'lao'kai,Huang-t’ao’lao’kai",38.68009,109.3147,"P","PPL",6," to;a t;goi;lgo;olg;tol",2,"Mongolian","hua;ua "
1807906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hotong Qagan Nur","hotong qagan nur","Hotong Qagan Nur,Hu-tung-ch'a-han-nao,Hu-tung-ch’a-han-nao",39.18333,109,"H","LK",13," nu; qa;aga;an ;g q;gan;hot;n n;ng ;nur;oto;qag;ur",2,"Mongolian","ong;ton"
1807907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hos Burd","hos burd","Hao-ssu-pu-erh-tu,Hos Burd",39.6,104.76667,"P","PPL",7," bu;bur;hos;os ;s b;ur;urd",0,"Mongolian",""
1807909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horo","horo","Horo,Horo Sum,Huo-lo-su-mu",39.35,109.81667,"P","PPL",2,"hor;oro",0,"Mongolian",""
1808018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hongshansi","hongshansi","Hongshansi,Hung-shan-ssu",38.7,104.28333,"P","PPL",0,"",8,"Chinese","ans;gsh;han;hon;ngs;nsi;ong;sha"
1808095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hong Jing","hong jing","",37.8,105.23333,"H","WLL",3," ji;g j;ng ",5,"Chinese","hon;ing;j;jin;ong"
1808096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hongjing","hongjing","",39.45,107.96667,"P","PPL",0,"",7,"Chinese","gji;hon;ing;j;jin;ngj;ong"
1808177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hogjilt","hogjilt","",39.71667,107.33333,"P","PPL",2,"hog;ilt",3,"Chinese","gji;j;jil"
1808178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hobon Namag","hobon namag","Hobon Namag,K'o-pai-la-mu-ka,K’o-pai-la-mu-ka",38.66667,105.46667,"P","PPL",9,"ama;bon;hob;mag;n n;nam;ob;obo;on ",3,"Mongolian"," na;am;ma"
1808179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hobo Hudag","hobo hudag","",38.98333,105.35,"P","PPL",9," hu;bo ;dag;hob;hud;o h;ob;obo;uda",1,"Mongolian"," h"
1808787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haxat","haxat","Haxat,Hei-sha-t'u,Hei-sha-t’u",39.48333,106.35,"P","PPL",0,"",1,"Chinese","hax"
1808790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatu Hudag","hatu hudag","Ha-t'u-hu-tu-ko,Ha-t’u-hu-tu-ko,Hatu Hudag",39.61667,105.68333,"P","PPL",7," hu;dag;hat;hud;tu ;u h;uda",2,"Mongolian"," h;atu"
1808791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatu","hatu","",38.8,107.46667,"P","PPL",1,"hat",1,"Tie","atu"
1808792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatan Us","hatan us","Ha-t'eng-wu-su,Ha-t’eng-wu-su,Hatan Us",39.91667,105.66667,"P","PPL",5," us;an ;ata;hat;n u",1,"Mongolian","tan"
1808938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hanggin Qi","hanggin qi","Hang-chin Ch'i,Hang-chin Ch’i,Hanggin,Hanggin Banner,Hanggin Qi,Hangjin,Hangjin Qi,hang jin,hang jin qi,杭锦,杭锦旗",40.04628,108.55413,"A","ADM3",3,"ggi;gin;in ",5,"Chinese"," qi;ang;han;n q;ngg"
1808990,"Halawu","n","y","Halawu","y","y","",0,"y","don't recognize","Halawu","halawu","",38.83333,105.86667,"P","PPL",3,"ala;hal;law",1,"Mongolian","awu"
1808994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haizita","haizita","",39.96667,111.16667,"P","PPL",0,"",5,"Chinese","aiz;hai;ita;izi;zit"
1809106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haidai","haidai","",38.73333,107.88333,"P","PPL",0,"",4,"Chinese","aid;dai;hai;ida"
1809372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gun Qarag","gun qarag","Gun Qarag,Gun Qirag,Kung-ch'ia-han,Kung-ch’ia-han",39.84306,107.65528,"P","PPL",6," qa;ara;gun;qar;rag;un ",1,"Mongolian","n q"
1809374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gun Hudag","gun hudag","Gun Hudag,Kung-hu-tung",39.41694,102.77389,"P","PPL",7," hu;dag;gun;hud;n h;uda;un ",1,"Mongolian"," h"
1809375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gun Hudag","gun hudag","",38.78333,105.38333,"P","PPL",7," hu;dag;gun;hud;n h;uda;un ",1,"Mongolian"," h"
1809376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gun Hudag","gun hudag","",38.46667,105.61667,"P","PPL",7," hu;dag;gun;hud;n h;uda;un ",1,"Mongolian"," h"
1811631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erzihao","erzihao","",39.98333,110,"P","PPL",1,"e",4,"Chinese","erz;hao;iha;zih"
1811707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erdaohu","erdaohu","Erdaohu,Erh-tao-hu",38.06667,104.83333,"P","PPL",2,"e;erd",4,"Chinese","aoh;dao;ohu;rda"
1811712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erdaochuan","erdaochuan","",37.93333,107.55,"P","PPL",2,"e;erd",7,"Chinese","aoc;chu;dao;hua;och;rda;uan"
1811740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ejin Horo Qi","ejin horo qi","Ejin Horo,Ejin Horo Qi,I-chin-huo-lo Ch'i,I-chin-huo-lo Ch’i,Yijinhuoluo,Yijinhuoluo Qi,yi jin huo luo,yi jin huo luo qi,伊金霍洛,伊金霍洛旗",39.55159,109.74919,"A","ADM3",8," ho;e;hor;in ;n h;o q;oro;ro ",5,"Mongolian"," h; qi;eji;j;jin"
1811745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ehen Hudag","ehen hudag","Ehen Hudag,O-hen-hu-tu-ko",39.63333,104.06667,"P","PPL",8," hu;dag;e;ehe;en ;hud;n h;uda",3,"Mongolian"," h;eh;hen"
1811746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ehen Hudag","ehen hudag","A-la-shan-yu-ch'i,A-la-shan-yu-ch’i,Alashanyou Qi,Alxa Youqi,Ehen Hudag,Ekenhu Duge Zhen,O-k'en-hu-tu-ko,O-k’en-hu-tu-ko,a la shan you qi,e ken hu dou ge,e ken hu dou ge zhen,阿拉善右旗,额肯呼都格,额肯呼都格镇",39.21074,101.66898,"P","PPLA3",8," hu;dag;e;ehe;en ;hud;n h;uda",3,"Mongolian"," h;eh;hen"
1811778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dustin He","dustin he","Dustin Gol,Dustin He,Tu-ssu-t'u Ho,Tu-ssu-t’u Ho",39.09278,106.87972,"H","STM",8," he;du;e;in ;n h;sti;tin;ust",2,"Mongolian"," h;dus"
1811799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Du’erji","du'erji","Du'erji,Durelj,Durelji,Du’erji,Tu-jih-le-chi",39.92028,104.98111,"P","PPL",3,"du;e;rji",2,"Mongolian","erj;j"
1811802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duqingshan","duqingshan","Duqingshan,Tu-ch'ing-shan,Tu-ch’ing-shan",39.2,102.65,"P","PPL",1,"du",8,"Chinese","duq;gsh;han;ing;ngs;qin;sha;uqi"
1811911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dugui Qirag","dugui qirag","Dugui Qarag,Dugui Qirag,Tu-kuei-chia-han",39.61167,108.81861,"P","PPL",7,"du;dug;i q;ira;qir;rag;ui ",3,"Mongolian"," qi;gui;ugu"
1811914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dugarin Tohoi","dugarin tohoi","",38.16667,108.9,"P","PPL",12," to;ari;du;dug;gar;hoi;in ;n t;oho;rin;toh;uga",0,"Mongolian",""
1812255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongsheng Qu","dongsheng qu","Dongsheng,Dongsheng Qu,Dongsheng Shi,Dongsheng Xian,Tung-sheng Hsien,dong sheng,dong sheng qu,东胜,东胜区",39.82306,110.00538,"A","ADM3",4," qu;e;g q;ng ",8,"Chinese","don;eng;gsh;hen;ngs;ong;qu;she"
1812256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongsheng","dongsheng","DSN,Dongsheng,Dongsheng Qu,Dunshen,Tung-sheng,Tung-sheng-hsien,dong sheng,dong sheng qu,东胜,东胜区",39.81609,109.97763,"P","PPL",1,"e",7,"Chinese","don;eng;gsh;hen;ngs;ong;she"
1812301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongqinghu","dongqinghu","Dongqinghu,Tung-ch'ing-hu,Tung-ch’ing-hu",37.98333,104.13333,"P","PPL",0,"",8,"Chinese","don;ghu;gqi;ing;ngh;ngq;ong;qin"
1813554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dashibian","dashibian","",37.83333,108.76667,"P","PPL",3,"ash;hib;ibi",4,"Chinese","bia;das;ian;shi"
1813615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darihin Sum","darihin sum","Darihin Sum,Ta-li-k'o-miao,Ta-li-k’o-miao",39.8,104.43333,"P","PPL",9," su;ari;dar;hin;ihi;in ;n s;rih;sum",0,"Mongolian",""
1813621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darbagai","darbagai","",39.96667,108.05,"P","PPL",6,"aga;arb;bag;dar;gai;rba",0,"Mongolian",""
1814148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dajing","dajing","",37.73333,104.3,"P","PPL",0,"",5,"Chinese","aji;daj;ing;j;jin"
1814438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dafanpu","dafanpu","",39.82417,111.16611,"P","PPL",0,"",5,"Chinese","afa;anp;daf;fan;npu"
1814530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dachechang","dachechang","Dachechang,Ta-ch'e-ch'ang,Ta-ch’e-ch’ang",39.41667,101.05,"P","PPL",1,"e",8,"Chinese","ach;ang;cha;che;dac;ech;han;hec"
1814575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dabqig","dabqig","Dabqig,Dabuchake Zhen,Ta-pu-ch'a-k'o,Ta-pu-ch'a-k'o-chen,Ta-pu-ch'an,Ta-pu-ch’a-k’o,Ta-pu-ch’a-k’o-chen,Ta-pu-ch’an,Uxin Qi,Wu-shen-ch'i,Wu-shen-ch’i,Wushen Qi,da bu cha ke,da bu cha ke zhen,wu shen qi,乌审旗,达布察克,达布察克镇",38.59278,108.84694,"P","PPL",4,"abq;bqi;dab;qig",0,"Mongolian",""
